ID;Track;Danceability;Energy;Key;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_ms
18027;My Shit;812;621;5.0;-8.3;515;244;0.0;99;847;77998;128157.0
18028;Still Think About You;946;646;5.0;-6604;0.21;219;0.0;643;961;127978;246988.0
18029;Jungle;538;0.52;7.0;-11063;737;308;0.0;214;551;180274;174192.0
18030;Water (Drowning Pt. 2) [feat. Kodak Black];855;603;0.0;-5488;284;392;0.0;105;494;129976;206769.0
18031;Look Back at It;791;587;3.0;-5075;413;407;0.0;148;536;96057;179449.0
18032;Swervin (feat. 6ix9ine);581;662;9.0;-5239;303;153;0.0;111;434;93023;189487.0
18033;Me and My Guitar;644;587;7.0;-6736;353;473;0.0;759;0.68;173972;161765.0
18034;Drowning - Sped Up Version;759;903;8.0;-5287;785;343;0.0;121;878;154825;174517.0
18035;cómo dormiste?;627;429;1.0;-8255;234;238;0.0;122;565;126426;112572.0
18036;pa quererte;937;0.63;2.0;-6063;502;0.61;3.88e-06;734;943;132033;167273.0
18037;A Mí;846;548;1.0;-6397;256;241;713;419;516;94925;209680.0
18038;Me Gustas Natural;721;426;0.0;-7473;0.11;859;216;111;451;127083;170079.0
18039;Como Antes;0.74;428;9.0;-8458;959;644;1.76e-05;117;281;84739;142576.0
18040;SHORTY QUE TE VAYA BN <3;0.68;527;0.0;-6748;0.11;232;402;115;192;88958;219681.0
18041;La Última Canción;793;605;1.0;-4952;119;426;0.0;334;268;91068;184749.0
18042;Mi Luz (ft. Rels B);705;526;6.0;-6359;327;509;106;742;671;200031;168000.0
18043;Mírame Ma;797;0.53;10.0;-6595;306;278;0.0;145;637;85.99;181925.0
18044;Me Olvidé De Los 2;722;0.37;8.0;-8826;203;525;5.06e-06;146;306;97059;179067.0
18045;Bam Bam (feat. Ed Sheeran);756;697;8.0;-6377;401;182;0.0;333;956;94996;206071.0
18046;Señorita;759;548;9.0;-6049;29;392;0.0;828;749;116967;190800.0
18047;Havana (feat. Young Thug);765;523;2.0;-4333;0.03;184;3.56e-05;132;394;104988;217307.0
18048;South of the Border (feat. Camila Cabello & Cardi B);857;621;9.0;-6376;825;148;0.0;865;668;97989;204467.0
18049;My Oh My (feat. DaBaby);724;491;8.0;-6024;296;18;1.29e-05;887;383;105046;170746.0
18050;Don't Go Yet;666;796;10.0;-6967;103;492;0.0;442;0.61;110108;164842.0
18051;KU LO SA (with Camila Cabello);585;641;10.0;-5053;85;631;0.0;0.2;828;93058;148800.0
18052;Never Be the Same;637;713;0.0;-4333;747;181;637;137;243;129923;226973.0
18053;Beautiful (feat. Camila Cabello);638;717;2.0;-4722;337;346;0.0;105;249;100027;180000.0
18054;I Know What You Did Last Summer;687;761;9.0;-4582;876;102;0.0;147;743;113939;223853.0
18055;Escapism.;538;742;2.0;-5355;114;138;4.67e-05;934;0.25;96107;272373.0
18056;Escapism. - Sped Up;435;768;6.0;-5352;201;857;231;918;378;107588;239888.0
18057;BED;671;782;6.0;-4593;341;142;221;333;618;123989;178088.0
18058;Secrets;848;768;6.0;-5386;373;412;785;195;777;118961;176767.0
18059;You Can’t Change Me (feat. Raye);539;955;4.0;-4877;755;219;286;205;158;127863;170859.0
18060;Ferrari Horses;526;491;5.0;-9147;196;558;0.0;186;336;128093;225906.0
18061;Waterfall;691;733;11.0;-6887;572;212;5.61e-05;894;834;128038;232120.0
18062;You Don't Know Me (feat. RAYE);879;665;11.0;-6082;145;164;0.0;319;672;123977;212573.0
18063;Money Calling (feat. RAYE, Russ Millions & wewantwraiths);651;674;1.0;-7242;321;202;0.0;104;0.61;143965;191897.0
18064;Black Mascara.;713;738;1.0;-7851;428;435;681;137;808;121005;241265.0
18065;Tomorrow 2 (with Cardi B);791;818;0.0;-3.93;406;695;0.0;114;693;159922;209811.0
18066;WAP (feat. Megan Thee Stallion);935;454;1.0;-7509;375;194;0.0;824;357;133073;187541.0
18067;DESPECHÁ RMX;954;582;9.0;-5744;727;235;1.26e-06;572;884;130008;170828.0
18068;I Like It;816;726;5.0;-3998;129;99;0.0;372;0.65;136048;253390.0
18069;South of the Border (feat. Camila Cabello & Cardi B);857;621;9.0;-6376;825;148;0.0;865;668;97989;204467.0
18070;Please Me;747;0.57;1.0;-6711;81;642;0.0;832;0.65;133992;200890.0
18071;"Finesse - Remix; feat. Cardi B";704;859;5.0;-4877;996;185;0.0;215;926;105115;217289.0
18072;Hot Shit (feat. Ye & Lil Durk);878;685;9.0;-5.28;225;152;0.0;753;523;157003;211649.0
18073;Money;0.95;0.59;8.0;-6508;0.29;534;0.0;0.11;219;130003;183527.0
18074;Up;868;795;11.0;-6044;269;12;193;461;819;166.0;156945.0
18075;First Class;902;582;5.0;-5902;109;111;3.18e-06;111;332;107005;173948.0
18076;INDUSTRY BABY (feat. Jack Harlow);741;691;10.0;-7395;672;221;0.0;476;892;150087;212353.0
18077;WHATS POPPIN;923;604;11.0;-6671;245;17;0.0;272;826;145062;139741.0
18078;Dua Lipa;833;652;11.0;-6942;762;161;985;106;405;158022;135053.0
18079;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;904;723;11.0;-5224;0.26;631;0.0;185;835;145013;227478.0
18080;Churchill Downs (feat. Drake);0.71;522;11.0;-9102;0.36;615;0.0;0.11;0.37;96448;309327.0
18081;Tyler Herro;792;793;5.0;-6185;841;872;0.0;0.22;775;123031;156578.0
18082;I WANNA SEE SOME ASS (feat. jetsonmade);899;691;0.0;-7554;497;0.18;451;135;865;107951;125302.0
18083;Nail Tech;677;557;1.0;-8409;694;508;8.36e-06;984;0.1;150127;206385.0
18084;Already Best Friends (feat. Chris Brown);873;575;10.0;-7284;702;891;0.0;108;872;103005;197031.0
18085;Limbo;802;623;11.0;-5862;459;292;55;113;457;74987;169947.0
18086;GTG;0.88;777;7.0;-6875;125;164;171;957;974;154955;93894.0
18087;All Alone;0.69;0.88;1.0;-3525;284;384;502;126;813;159933;174250.0
18088;Devil's Work;656;872;7.0;-6663;206;297;302;778;568;150059;125608.0
18089;WTH;795;0.6;10.0;-6.92;282;394;517;97;452;142971;99808.0
18090;Wrath;789;541;2.0;-6449;733;931;281;137;732;149229;113547.0
18091;Cha Cha;792;698;1.0;-6364;172;489;788;127;751;129971;173938.0
18092;Killin' On Demand;886;741;10.0;-5043;682;254;134;151;0.95;140024;129196.0
18093;Stunna;0.88;771;9.0;-10558;65;631;484;797;609;139941;87786.0
18094;Limbo - Ghost Slowed;963;452;9.0;-14666;904;367;204;985;643;127286;183751.0
18095;Poland;695;555;5.0;-8.5;509;141;826;0.11;0.26;150024;83200.0
18096;NBAYOUNGBOAT;769;807;11.0;-2966;306;515;0.0;111;364;82422;139845.0
18097;Yacht Club (feat. Juice WRLD);721;508;7.0;-7496;394;317;0.0;153;457;159911;166343.0
18098;the BLACK seminole.;302;557;9.0;-5737;326;63;344;118;103;113563;411912.0
18099;the ride-;414;791;1.0;-4847;661;381;102;375;588;151895;190581.0
18100;Coffin;0.92;547;6.0;-4.98;272;241;1.45e-06;998;606;138.05;89536.0
18101;pRETTy;0.44;661;5.0;-7118;124;418;264;621;0.61;127892;162209.0
18102;running out of time;651;0.72;9.0;-6529;161;331;413;528;705;90024;269245.0
18103;sAy sOMETHINg;593;648;9.0;-7029;142;791;14;887;472;154027;212904.0
18104;drive ME crazy!;492;807;10.0;-3677;854;205;275;384;477;107087;229805.0
18105;Motion Sickness;651;546;1.0;-9021;357;774;437;842;623;107021;229760.0
18106;Scott Street;508;417;10.0;-9632;296;0.77;928;887;483;134944;305001.0
18107;I Know The End;323;323;1.0;-10268;351;0.33;229;233;256;111826;344693.0
18108;The Gold - Phoebe Bridgers Version;299;399;10.0;-12176;376;816;117;147;302;158253;233227.0
18109;Kyoto;0.6;749;11.0;-6889;419;467;295;915;485;131024;184524.0
18110;Moon Song;339;243;1.0;-12512;56;869;369;107;183;154909;277677.0
18111;Savior Complex;377;0.44;4.0;-11878;325;931;196;105;224;128999;241640.0
18112;Garden Song;426;274;0.0;-16649;146;856;658;111;169;100255;219682.0
18113;Funeral;218;263;11.0;-14416;376;947;28;919;307;170724;232373.0
18114;Punisher;0.32;227;1.0;-12803;448;986;353;108;215;83912;189623.0
18115;HOT;765;777;5.0;-4376;399;539;2.58e-06;338;0.64;111944;197587.0
18116;_WORLD;709;809;2.0;-3198;541;312;0.0;899;788;111.01;178453.0
18117;Rock with you;621;816;11.0;-5242;104;966;0.0;134;694;163966;180360.0
18118;CHEERS;0.74;848;2.0;-4697;97;306;0.0;193;881;159991;181467.0
18119;VERY NICE;746;898;3.0;-2818;725;526;0.0;858;879;121967;192093.0
18120;Don't Wanna Cry;781;683;0.0;-4258;325;164;1.53e-06;0.16;722;100005;203427.0
18121;To you;575;796;2.0;-5152;115;242;0.0;842;492;99836;225573.0
18122;Shadow;686;0.84;10.0;-5221;694;119;0.0;107;704;152122;212653.0
18123;DON QUIXOTE;733;837;1.0;-4537;992;671;0.0;939;606;76453;172360.0
18124;Darl+ing;519;695;0.0;-4861;812;299;0.0;0.43;515;95384;176560.0
18125;Losing Interest;753;355;8.0;-13295;898;0.48;0.87;122;506;111863;120547.0
18126;Again;603;204;7.0;-12727;112;479;714;642;0.71;74688;157206.0
18127;RIP;859;442;2.0;-12.83;254;639;7.76e-06;111;397;115037;120160.0
18128;I'll Keep You Safe;752;625;7.0;-24694;557;945;819;178;462;114982;185876.0
18129;Dance with Me;593;275;6.0;-15.25;638;816;115;108;363;114.82;87411.0
18130;i don't feel part of the world anymore;546;179;1.0;-19623;0.23;611;211;107;272;95037;84177.0
18131;I'll Bite Your Soul;786;0.37;6.0;-16.84;695;768;373;139;0.18;101966;123187.0
18132;Safe;608;461;11.0;-13083;146;828;104;107;512;114886;78215.0
18133;Losing Interest;0.96;0.36;10.0;-16192;155;673;177;293;639;114927;136696.0
18134;Letter to Jarad;873;903;8.0;-26551;71;911;112;105;785;121981;204659.0
18135;Enemy (with JID) - from the series Arcane League of Legends;728;783;11.0;-4424;266;237;0.0;434;555;77011;173381.0
18136;Surround Sound (feat. 21 Savage & Baby Tate);575;0.56;5.0;-7302;478;173;0.0;257;471;75956;229938.0
18137;Dance Now (feat. Kenny Mason);786;475;1.0;-10902;248;919;9.6e-06;176;264;135.0;227556.0
18138;151 Rum;756;867;7.0;-3626;162;155;285;0.33;666;129983;156780.0
18139;Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes);671;857;7.0;-5435;292;266;0.0;668;597;118574;309323.0
18140;Raydar;596;0.59;4.0;-7625;0.38;582;3.26e-06;103;453;156924;204909.0
18141;Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God);642;647;7.0;-6312;428;517;0.0;649;664;120749;217867.0
18142;Kody Blu 31;559;719;4.0;-7897;156;149;4.2e-06;0.46;532;76184;224630.0
18143;Off Deez (with J. Cole);836;579;9.0;-6164;243;207;0.0;0.11;431;85486;213358.0
18144;Bruddanem (feat. Lil Durk);625;504;4.0;-6591;293;605;0.0;138;709;130055;235424.0
18145;Fuera del mercado;453;673;8.0;-5649;144;0.32;0.0;131;266;92.06;159849.0
18146;Me Rehúso;744;804;1.0;-6327;677;231;0.0;494;426;104823;205715.0
18147;Mónaco;699;654;11.0;-6264;383;54;7.08e-06;95;319;100037;192313.0
18148;Felices Perdidos;804;793;0.0;-2778;777;133;0.0;136;454;84004;209268.0
18149;SI ES AMOR;535;515;4.0;-8858;44;786;0.0;133;822;183944;212915.0
18150;Volare;753;733;0.0;-3715;56;253;0.0;398;156;92064;147599.0
18151;Dembow;802;744;6.0;-5968;78;807;0.0;917;0.45;99983;215083.0
18152;Detente;736;585;7.0;-4617;346;273;0.0;106;363;171932;181845.0
18153;Brisa;817;932;11.0;-4232;467;938;284;792;396;126008;259334.0
18154;Swing;729;616;8.0;-6422;249;458;0.0;82;532;106486;155058.0
18155;Sereia;651;661;9.0;-5.08;147;276;0.0;105;505;114528;294419.0
18156;Hino dos Mlks;0.66;586;5.0;-5359;165;313;0.0;104;792;92821;209032.0
18157;Poesia Acústica #6: Era uma Vez;518;575;5.0;-10454;524;427;0.0;153;577;93885;577819.0
18158;Amor de Fim de Noite;473;427;7.0;-9693;66;842;0.0;839;694;138655;221143.0
18159;Balão 2;612;724;1.0;-5423;477;186;0.0;109;268;137877;252174.0
18160;Iluminado;0.7;662;1.0;-5716;883;0.15;0.0;951;708;121996;236066.0
18161;A Cara do Crime 3 (Brinde à Liberdade);616;591;11.0;-4298;318;284;0.0;791;704;173817;300690.0
18162;Assault (Carro Forte);585;622;3.0;-5958;229;412;0.0;124;712;89754;304000.0
18163;Vida Cara;713;582;1.0;-5727;518;377;0.0;991;191;116919;307692.0
18164;Poesia Acústica 10: Recomeçar;739;636;8.0;-5975;737;257;0.0;175;442;142055;682817.0
18165;"Manike (From ""Thank God"")";551;578;1.0;-7005;732;522;0.0;73;509;106772;197474.0
18166;"Raataan Lambiyan (From ""Shershaah"")";0.72;0.63;10.0;-5549;413;615;0.0;108;512;81009;230292.0
18167;Humnava Mere;401;553;5.0;-8263;337;0.47;2.96e-06;124;364;79144;328992.0
18168;"Tum Hi Aana (From ""Marjaavaan"")";473;401;4.0;-7018;241;629;1.17e-05;154;345;90076;249127.0
18169;Shri Krishna Govind Hare Murari;0.59;632;7.0;-7996;376;301;0.0;169;345;110.0;153003.0
18170;Taaron Ke Shehar;441;0.61;9.0;-5182;404;238;0.0;101;348;79736;230082.0
18171;Lut Gaye;638;785;10.0;-2612;44;185;0.0;245;515;91101;228031.0
18172;The Humma Song;721;0.65;0.0;-6.95;135;115;14;0.34;392;130487;179658.0
18173;"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")";649;0.86;6.0;-4.07;359;0.38;547;147;585;96025;284234.0
18174;Dil Galti Kar Baitha Hai;612;0.78;1.0;-5123;814;781;0.0;593;554;92059;273273.0
18175;Δ. Dieu ne ment jamais;756;736;11.0;-7719;443;597;4.98e-06;373;612;115985;199347.0
18176;Coeur De Pirate;724;0.55;5.0;-8615;263;362;0.0;115;631;82893;180760.0
18177;Θ. Macarena;777;554;2.0;-8179;572;182;1.7e-06;477;0.27;129933;206840.0
18178;N. J Respect R;0.75;432;6.0;-8.06;855;452;513;107;276;127056;217320.0
18179;RENCONTRE;0.62;458;2.0;-10557;269;521;0.0;0.11;518;125132;198397.0
18180;Σ. MOROSE;721;588;4.0;-7801;501;0.37;208;0.1;276;150031;263577.0
18181;Γ. Mosaïque solitaire;0.56;591;6.0;-9914;316;375;5.74e-06;127;369;126628;305507.0
18182;Ε. Signaler;642;695;7.0;-8972;549;499;5.14e-05;852;956;176134;201893.0
18183;Feu de bois;789;633;2.0;-6269;734;256;1.31e-06;92;262;138097;183307.0
18184;BODIES (feat. Damso);906;518;1.0;-7104;0.18;864;174;711;259;146.06;166373.0
18185;I Like Me Better;753;505;9.0;-7621;255;534;2.58e-06;104;419;91972;197437.0
18186;i'm so tired...;548;735;11.0;-7572;236;173;0.0;195;498;101252;162587.0
18187;Who;632;337;11.0;-8.0;33;558;0.0;104;982;141701;180413.0
18188;Paris in the Rain;406;408;3.0;-9419;53;771;7.88e-06;394;525;79705;204712.0
18189;Never Not;471;0.22;5.0;-9243;37;691;0.0;104;0.26;133714;208000.0
18190;Feelings;0.7;394;9.0;-8911;328;567;0.0;801;241;103041;189907.0
18191;Mean It;747;0.45;7.0;-8543;919;407;0.0;0.17;329;96001;232853.0
18192;Make It Right (feat. Lauv);583;0.68;7.0;-7809;422;304;0.0;189;343;97568;226321.0
18193;All 4 Nothing (I'm So In Love);0.72;819;1.0;-4588;362;411;0.0;606;898;131.99;183014.0
18194;fuck, i'm lonely;809;547;9.0;-7305;614;452;0.0;54;718;94992;198973.0
18195;Triste;692;719;9.0;-5373;124;408;0.0;986;266;130053;264906.0
18196;Hasta Abajo;714;671;5.0;-5119;362;289;0.0;325;641;169732;229827.0
18197;Un Ratito Mas;523;629;1.0;-4058;549;156;0.0;323;209;140101;283121.0
18198;Caile;761;551;1.0;-7034;103;0.15;1.15e-06;768;351;129972;300188.0
18199;Presidentes Muertos;588;742;1.0;-3734;236;0.24;0.0;923;434;155927;317308.0
18200;Suave (Remix);875;909;9.0;-3558;76;0.14;185;616;524;119999;305526.0
18201;Hoodie;539;657;6.0;-6016;301;341;0.0;114;562;123937;250888.0
18202;Como Panas;638;609;10.0;-5929;214;407;0.0;146;377;157947;198997.0
18203;Air Drop;701;675;5.0;-5.06;55;424;0.0;136;274;114932;205565.0
18204;Spicy Crab;597;619;1.0;-7.18;0.24;611;0.0;984;494;79896;210048.0
18205;Run It Up (feat. Offset & Moneybagg Yo);0.88;575;6.0;-6091;163;415;0.0;109;671;120031;232048.0
18206;Quickie;0.87;506;2.0;-9415;432;901;0.0;145;347;137921;187826.0
18207;On Wat U On (with GloRilla);894;528;1.0;-7623;466;444;0.0;108;0.2;144532;159720.0
18208;Blow;815;742;11.0;-4896;245;579;0.0;345;584;137036;182533.0
18209;Time Today;912;608;1.0;-7686;397;458;0.0;248;327;136994;136900.0
18210;Love It Here;786;438;7.0;-10537;391;279;0.0;105;154;85924;89617.0
18211;See Wat I’m Sayin;936;497;1.0;-7185;0.41;324;0.0;111;364;138016;146732.0
18212;Me Vs Me;853;821;5.0;-4537;209;205;0.0;209;625;130999;183319.0
18213;CODE (feat. Moneybagg Yo);599;598;4.0;-7015;124;502;5.01e-05;173;343;179.49;192428.0
18214;Wockesha;582;537;0.0;-9229;619;129;0.0;749;771;82103;180930.0
18215;Calling My Phone;907;393;4.0;-7636;539;451;1.35e-06;135;202;104949;205458.0
18216;Pretty Little Fears (feat. J. Cole);0.61;458;9.0;-11336;0.36;696;103;852;246;192099;240342.0
18217;OTW;652;678;2.0;-6183;541;183;3.26e-05;106;0.28;72989;263014.0
18218;PRBLMS;417;0.58;9.0;-4574;207;307;1.45e-06;179;139;68.58;246773.0
18219;FOREVER (with 6LACK);815;606;2.0;-4496;586;543;2.03e-05;114;484;114009;223160.0
18220;Tell Me It's Over (feat. Summer Walker & 6LACK);497;477;2.0;-7285;116;373;0.0;114;389;121524;281013.0
18221;l e t . g o . m y . h a n d (with Bas & 6LACK);583;625;1.0;-8011;277;506;0.0;196;516;89812;266291.0
18222;Long Nights;744;325;3.0;-9503;642;358;0.000001;102;128;110063;157021.0
18223;Ex Calling;773;564;1.0;-7241;249;561;1.99e-05;213;588;155976;211960.0
18224;"Yo Love - From ""Queen & Slim: The Soundtrack""";703;573;0.0;-9032;724;565;3.13e-06;987;491;147038;143830.0
18225;Lionheart (Fearless);628;967;8.0;-2.43;538;217;157;336;349;125982;186689.0
18226;OUT OUT (feat. Charli XCX & Saweetie);787;833;8.0;-4403;478;18;747;374;796;123.97;162604.0
18227;Head & Heart (feat. MNEK);734;874;8.0;-3158;662;168;1.14e-05;489;905;122953;166028.0
18228;BED;671;782;6.0;-4593;341;142;221;333;618;123989;178088.0
18229;What Would You Do?;687;895;9.0;-2983;474;149;592;121;686;124041;174215.0
18230;HISTORY;674;0.86;8.0;-3318;369;155;3.21e-06;359;771;122975;176610.0
18231;I Wish (feat. Mabel);686;856;9.0;-2717;426;896;0.0;648;733;123997;181728.0
18232;Hold Me Closer - Joel Corry Remix;642;887;0.0;-5439;416;173;5.75e-05;246;117;125994;248595.0
18233;10:35 (feat. Tate McRae) - Joel Corry Remix;671;852;8.0;-5375;415;367;33;754;835;127005;181442.0
18234;Head & Heart (feat. MNEK) - Tiësto Remix;693;866;5.0;-4964;498;689;0.0;145;663;126002;124778.0
18235;Kiss Me;0.64;845;0.0;-3214;356;108;0.0;686;478;120052;229436.0
18236;Paradise (feat. Dermot Kennedy);632;595;8.0;-7644;401;689;0.0;209;435;124114;167903.0
18237;Power Over Me;319;841;9.0;-4232;147;518;0.0;106;483;173868;206960.0
18238;One Life;463;827;6.0;-4.43;219;216;0.0;145;399;173719;237033.0
18239;Innocence and Sadness;505;397;11.0;-8032;661;923;0.0;109;653;65054;252658.0
18240;Something to Someone;521;869;0.0;-6278;108;247;1.55e-06;765;418;146931;198107.0
18241;Days Like This;642;214;3.0;-9.25;198;909;0.0;122;0.38;80444;149803.0
18242;Better Days;674;548;0.0;-7064;507;446;0.0;78;359;99995;198221.0
18243;Outnumbered;614;684;0.0;-5.79;157;247;0.0;976;258;156.85;245700.0
18244;Dermot (see yourself in my eyes);573;727;0.0;-7616;664;132;584;192;0.22;150034;228858.0
18245;Scars To Your Beautiful;573;739;0.0;-5.74;129;285;0.0;111;451;97085;230240.0
18246;Stay;0.69;622;5.0;-5025;622;253;0.0;116;544;102.04;210091.0
18247;Out Of Love;481;267;7.0;-9249;339;0.8;0.0;249;137;117.64;227693.0
18248;Make It To Christmas;522;522;2.0;-7.87;383;0.13;0.0;438;305;77072;211013.0
18249;Here;376;821;0.0;-3974;104;785;0.0;823;331;120462;199453.0
18250;I'm Like A Bird - Recorded at Spotify Studios NYC;524;639;10.0;-7.18;103;238;0.0;598;582;87998;219960.0
18251;How Far I'll Go - Alessia Cara Version;0.31;0.54;9.0;-9629;346;163;129;713;148;180994;175507.0
18252;"I Choose - From The Netflix Original Film ""The Willoughbys""";0.66;631;0.0;-6464;764;386;0.0;0.16;416;138007;217348.0
18253;Best Days;518;318;6.0;-11727;749;875;4.21e-06;0.13;227;77594;211838.0
18254;Wild Things;741;626;1.0;-4826;886;0.02;0.0;828;706;108029;188493.0
18255;Dandelions;609;692;1.0;-2958;259;157;0.0;864;454;116959;233720.0
18256;Dandelions - slowed + reverb;0.33;709;8.0;-3332;312;411;0.0;896;222;101673;268717.0
18257;Lost Boy;586;128;7.0;-9297;496;963;0.0;858;371;123498;276067.0
18258;If By Chance;405;279;10.0;-8099;334;881;0.0;933;256;119.85;303653.0
18259;Superficial Love;477;242;8.0;-9162;529;928;0.0;818;488;43509;207973.0
18260;Superficial Love - Single Version;599;866;10.0;-2808;629;359;0.0;107;391;147934;219453.0
18261;World War 3;576;611;8.0;-5275;452;646;0.0;287;256;138073;235493.0
18262;Mixed Signals;613;0.24;0.0;-8323;448;934;0.0;106;275;120158;255307.0
18263;If This is Love;279;454;6.0;-4393;339;592;0.0;124;212;178596;229600.0
18264;Slow Fade;725;313;2.0;-10201;497;769;901;659;394;80009;211600.0
18265;J’comprends pas;373;523;1.0;-9111;41;228;171;111;398;104959;283493.0
18266;Deux frères;794;659;7.0;-7063;498;143;224;944;308;112019;247460.0
18267;Onizuka;688;569;10.0;-7007;375;392;175;0.12;359;109041;252373.0
18268;Uranus;625;575;0.0;-10557;74;577;106;994;396;92028;240187.0
18269;Bené;784;0.7;7.0;-7649;108;491;0.0;108;769;82028;190067.0
18270;Au DD;777;698;6.0;-7706;704;293;2.32e-05;908;119;119963;247161.0
18271;La misère est si belle;803;624;7.0;-6764;477;451;734;0.1;628;95968;304524.0
18272;Naha;609;517;6.0;-7557;451;231;3.62e-05;777;761;120914;285627.0
18273;Tempête;627;492;5.0;-10021;124;777;0.0;999;253;129955;238575.0
18274;MOWGLI II;729;533;9.0;-10104;444;747;4.54e-06;848;422;155999;225953.0
18275;Some Way;744;715;0.0;-6103;351;101;0.0;919;0.34;154962;179773.0
18276;Never Sleep (with Lil Baby feat. Travis Scott);814;676;1.0;-5602;153;913;0.0;0.13;0.51;139946;185786.0
18277;Myself;749;398;5.0;-7.44;171;648;1.26e-06;115;859;80032;226040.0
18278;Champion (feat. Travis Scott);642;782;5.0;-3395;477;381;0.0;108;396;162005;195053.0
18279;Turks (with Gunna & ft. Travis Scott);894;618;7.0;-4356;129;808;0.0;558;379;119.1;161320.0
18280;Call Me;678;395;9.0;-8639;0.12;411;544;122;136;170065;215067.0
18281;Tap (feat. Meek Mill);901;676;2.0;-7033;251;646;0.0;863;452;85018;148278.0
18282;Wanted You (feat. Lil Uzi Vert);797;731;9.0;-4443;479;229;0.0;224;623;146.93;228387.0
18283;One Time (with Don Toliver feat. Future);783;646;8.0;-5787;686;368;0.0;106;815;92999;189321.0
18284;Dead Shot (with Lil Uzi Vert);832;646;1.0;-4695;279;408;0.0;117;355;151168;181355.0
18285;AMG;772;0.73;11.0;-6657;972;152;107;274;786;136175;174943.0
18286;Vamos Para Arriba;699;0.51;5.0;-7153;352;498;0.0;0.22;625;98.07;172227.0
18287;Y Si Me Miran;603;671;5.0;-4008;761;145;0.0;525;662;138.77;213141.0
